,Best_Bid_Creates,Best_Bid_Joins,Best_Offer_Creates,Best_Offer_Joins,Date,Symbol
B,0.4674841554147148,0.6757029258456037,0.3998852553069421,0.20249921806347834,2018-09-14,KR
C,0.5589147286821705,0.7383914895402757,0.3505313020099859,0.1873364059470917,2018-09-14,KR
D,0.0,0.0,0.0,0.0,2018-09-14,KR
I,0.0,0.0,0.0,0.0,2018-09-14,KR
J,0.502764780944279,0.698005698005698,0.37489609310058186,0.19243885880291142,2018-09-14,KR
K,0.44120436225699383,0.6030940560111913,0.41290100034494653,0.22356544382530324,2018-09-14,KR
M,0.0,0.0,0.6,0.2043222003929273,2018-09-14,KR
N,0.44196492228718093,0.5993100825015412,0.435194253999347,0.22987272606117146,2018-09-14,KR
P,0.445497287522604,0.6028018837972272,0.4140239043824701,0.2271999362096576,2018-09-14,KR
S,0.0,0.0,0.0,0.0,2018-09-14,KR
T,0.4186758515116724,0.5955832907442774,0.45112123335669235,0.22931316764184873,2018-09-14,KR
Q,0.0,0.0,0.0,0.0,2018-09-14,KR
V,0.46608569353667395,0.676613811976819,0.3860220052688672,0.19610955206943614,2018-09-14,KR
W,0.0,0.0,0.0,0.0,2018-09-14,KR
X,0.4230483271375465,0.6186876940676581,0.4089720115092859,0.21188317632814577,2018-09-14,KR
Y,0.4623160732337414,0.6556445887006795,0.40208629682313896,0.20736845896207728,2018-09-14,KR
Z,0.43887820038478614,0.5998409648134649,0.42845195283097764,0.22695605035436786,2018-09-14,KR
A,0.673697270471464,0.7314385877050207,0.44991789819376027,0.26856861780619773,2018-09-07,RIO
B,0.6537117903930131,0.7075111705423829,0.3362822647793505,0.25336754329698524,2018-09-07,RIO
C,0.6422573984858913,0.7287363349200111,0.3752442533840196,0.31558137746976966,2018-09-07,RIO
D,0.0,0.0,0.0,0.0,2018-09-07,RIO
I,0.0,0.0,0.0,0.0,2018-09-07,RIO
J,0.7063547486033519,0.7579375031348748,0.3343231694068226,0.2861753096839858,2018-09-07,RIO
K,0.6314890386257949,0.6823214584378658,0.39427878647923104,0.3485956456706,2018-09-07,RIO
M,0.9285714285714286,0.5,0.0,0.0,2018-09-07,RIO
N,0.5726033756673409,0.6318436109794824,0.4331643766756032,0.39303049379592747,2018-09-07,RIO
P,0.6113355006074935,0.6612746630683408,0.40182763246143527,0.36210002628558974,2018-09-07,RIO
S,0.0,0.0,0.0,0.0,2018-09-07,RIO
T,0.6091140044458558,0.6445868996884289,0.41062178860435605,0.3798323295369485,2018-09-07,RIO
Q,0.0,0.0,0.0,0.0,2018-09-07,RIO
V,0.680093991272239,0.7535205600708136,0.32668177065179504,0.22812774533615834,2018-09-07,RIO
W,0.0,0.0,0.0,0.0,2018-09-07,RIO
X,0.6323832625833838,0.6780809559133102,0.3645091693635383,0.32209626830653726,2018-09-07,RIO
Y,0.6886190826588178,0.7274466660288912,0.32192795927572654,0.2518429433642903,2018-09-07,RIO
Z,0.6097255625473594,0.6529967244302273,0.41065850979040563,0.3757780576976251,2018-09-07,RIO
A,0.49756572541382665,0.7271857458751488,0.6200305810397554,0.45870807962311233,2018-06-18,F
B,0.5269253039953677,0.7106859660163625,0.6440746753246753,0.514788700151092,2018-06-18,F
C,0.6696230598669624,0.7788843537414966,0.5981688708036622,0.44842426766625015,2018-06-18,F
D,0.0,0.0,0.0,0.0,2018-06-18,F
I,0.0,0.0,0.0,0.0,2018-06-18,F
J,0.5284090909090909,0.7030034273833309,0.6625288683602771,0.5408686626096514,2018-06-18,F
K,0.46092552865461234,0.6823411932914236,0.6868875408306113,0.5611154402760771,2018-06-18,F
M,1.0,1.0,0.5,0.018115942028985508,2018-06-18,F
N,0.4187041564792176,0.6795397896528664,0.7056347907411737,0.5664448722501542,2018-06-18,F
P,0.4603038119805102,0.6821171123718942,0.6796992481203008,0.5611286997496687,2018-06-18,F
S,0.0,0.0,0.0,0.0,2018-06-18,F
T,0.42308986873106696,0.6805621578519621,0.7235431235431236,0.5662410065167439,2018-06-18,F
Q,0.0,0.0,0.0,0.0,2018-06-18,F
V,0.5025210084033613,0.7125774334374407,0.6474388555606829,0.501991136633169,2018-06-18,F
W,0.0,0.0,0.0,0.0,2018-06-18,F
X,0.4855242566510172,0.6910987692576613,0.6687915006640106,0.5521948222736305,2018-06-18,F
Y,0.5007993605115907,0.7014375735305968,0.647818070067609,0.5221977463356774,2018-06-18,F
Z,0.4455681142177275,0.6811967296034305,0.6930715935334874,0.5627638941732167,2018-06-18,F
A,0.6907391673746814,0.6641098102543399,0.44471744471744473,0.4375,2018-02-06,MA
B,0.6673548215237081,0.6496895717141955,0.44379575572236124,0.42294220665499127,2018-02-06,MA
C,0.0,0.0,0.0,0.0,2018-02-06,MA
D,0.0,0.0,0.0,0.0,2018-02-06,MA
I,0.0,0.0,0.0,0.0,2018-02-06,MA
J,0.6837088388214905,0.6354515050167224,0.4003366193796586,0.3933711295246402,2018-02-06,MA
K,0.628768644874643,0.5847447993634194,0.40460763138948885,0.40243055555555557,2018-02-06,MA
M,0.6818181818181818,0.8,0.5883905013192612,0.3870967741935484,2018-02-06,MA
N,0.6836862226143214,0.6592810763772675,0.4358046039122447,0.4225352112676056,2018-02-06,MA
P,0.6590884544767254,0.6192009245501073,0.4110210251477257,0.3908416188208934,2018-02-06,MA
S,0.0,0.0,0.0,0.0,2018-02-06,MA
T,0.6437816544738323,0.6083533785261317,0.4284074971311998,0.42395358474927475,2018-02-06,MA
Q,0.0,0.0,0.0,0.0,2018-02-06,MA
V,0.6752587679630188,0.6422196695237253,0.43380073800738006,0.40989198408186467,2018-02-06,MA
W,0.0,0.0,0.0,0.0,2018-02-06,MA
X,0.7103016505406944,0.6041275797373359,0.3993746446844798,0.3620933521923621,2018-02-06,MA
Y,0.6854311401716388,0.6455495723788407,0.42472677595628416,0.4166506809898331,2018-02-06,MA
Z,0.6640786749482401,0.6384089064130813,0.41348861018684413,0.40545144804088584,2018-02-06,MA
A,0.6346666666666667,0.6763005780346821,0.36,0.2727272727272727,2018-12-26,NFLX
B,0.6362893338782182,0.6753609687936656,0.38825286212045795,0.3676386506575186,2018-12-26,NFLX
C,0.6263805436337625,0.6481513777467737,0.38683423099940156,0.3830639591103744,2018-12-26,NFLX
D,0.0,0.0,0.0,0.0,2018-12-26,NFLX
I,0.0,0.0,0.0,0.0,2018-12-26,NFLX
J,0.6482889733840305,0.6317016317016317,0.41114982578397213,0.33600802407221664,2018-12-26,NFLX
K,0.6419648271679806,0.6642592918795138,0.3758532994244412,0.37810847855884083,2018-12-26,NFLX
M,1.0,0.0,0.6666666666666666,0.0,2018-12-26,NFLX
N,0.5728643216080402,0.7048192771084337,0.3687881429816914,0.38757062146892657,2018-12-26,NFLX
P,0.6412997007268063,0.6602826575089156,0.36349981224183253,0.3609838846480068,2018-12-26,NFLX
S,0.0,0.0,0.0,0.0,2018-12-26,NFLX
T,0.0,0.0,0.0,0.0,2018-12-26,NFLX
Q,0.6435500635177273,0.6707117087569695,0.35962947266452744,0.3512801459163683,2018-12-26,NFLX
V,0.6123674695103266,0.6319277404152962,0.39651486687827947,0.400800665488198,2018-12-26,NFLX
W,0.0,0.0,0.0,0.0,2018-12-26,NFLX
X,0.6554949337490257,0.7687393526405452,0.3323652791222975,0.24854368932038834,2018-12-26,NFLX
Y,0.6341308825859611,0.6632885736002027,0.37411449358606164,0.3746630727762803,2018-12-26,NFLX
Z,0.6816143497757847,0.6574162679425838,0.33025349443259894,0.3632721202003339,2018-12-26,NFLX
A,0.520685332218972,0.6487804878048781,0.28593508500772796,0.19948942377826404,2018-12-27,INTC
B,0.6023613250702635,0.7444974944017242,0.3776176729621294,0.2437391924157528,2018-12-27,INTC
C,0.6026243714998161,0.7582897855346413,0.3694296752476762,0.23097715146481212,2018-12-27,INTC
D,0.0,0.0,0.0,0.0,2018-12-27,INTC
I,0.0,0.0,0.0,0.0,2018-12-27,INTC
J,0.6315550068230554,0.7567094913278168,0.332930447203604,0.2169390553340373,2018-12-27,INTC
K,0.5457316173214866,0.6336375688354069,0.44155407872635655,0.3641186016633985,2018-12-27,INTC
M,0.2,0.0,0.0,0.0,2018-12-27,INTC
N,0.5539345105434597,0.6535193677431944,0.4320747474394989,0.3396580023516853,2018-12-27,INTC
P,0.540403851196943,0.6325298580923924,0.44992938427524604,0.36646542451684533,2018-12-27,INTC
S,0.0,0.0,0.0,0.0,2018-12-27,INTC
T,0.0,0.0,0.0,0.0,2018-12-27,INTC
Q,0.5391519734054688,0.6331103434142342,0.44820898630707556,0.3615040330727959,2018-12-27,INTC
V,0.6339022954679223,0.7358309317963496,0.3917673561335245,0.29039172831203763,2018-12-27,INTC
W,0.0,0.0,0.0,0.0,2018-12-27,INTC
X,0.5807138487600584,0.6797003276605136,0.4125004518671149,0.3200709303933772,2018-12-27,INTC
Y,0.6048924489866381,0.7428446860894542,0.3790935926376107,0.25111729197702554,2018-12-27,INTC
Z,0.5369308141905668,0.6260760448362851,0.45047165013122115,0.37076222264206393,2018-12-27,INTC
A,0.6590909090909091,0.7579305135951662,0.4636556104446013,0.312088617755659,2018-02-23,INTC
B,0.6514876333256282,0.7638408827647806,0.42349887932051433,0.28048082081949327,2018-02-23,INTC
C,0.0,0.0,0.0,0.0,2018-02-23,INTC
D,0.0,0.0,0.0,0.0,2018-02-23,INTC
I,0.0,0.0,0.0,0.0,2018-02-23,INTC
J,0.6522859998947756,0.7562037471571423,0.48369531201101584,0.341393352232688,2018-02-23,INTC
K,0.6029405488455465,0.6916338799534166,0.48695857176536145,0.379116763691646,2018-02-23,INTC
M,1.0,1.0,0.0,0.0,2018-02-23,INTC
N,0.0,0.0,0.0,0.0,2018-02-23,INTC
P,0.5954943679599499,0.6929501806584512,0.4924440404499489,0.3782112237245943,2018-02-23,INTC
S,0.0,0.0,0.0,0.0,2018-02-23,INTC
T,0.0,0.0,0.0,0.0,2018-02-23,INTC
Q,0.6101539303016096,0.7001207862084111,0.47606414337931846,0.36522674096214447,2018-02-23,INTC
V,0.6423303530962877,0.8090174178773452,0.4501805722752107,0.25755193823131417,2018-02-23,INTC
W,0.0,0.0,0.0,0.0,2018-02-23,INTC
X,0.6334845167344385,0.7169583381643958,0.43206414047495656,0.3234127859387024,2018-02-23,INTC
Y,0.6400380032461106,0.7623907091526285,0.4504231917242507,0.3006178604340485,2018-02-23,INTC
Z,0.6005889970341284,0.6901895335402035,0.48860336362686724,0.37998334892836355,2018-02-23,INTC
A,0.6471077819392426,0.7874852420306966,0.388259526261586,0.30485273382422057,2018-09-18,MU
B,0.6329073482428115,0.7544969938904169,0.3447830101569714,0.2530280871489106,2018-09-18,MU
C,0.6016553799849511,0.7294935184789053,0.36360522860893885,0.2617127720551818,2018-09-18,MU
D,0.0,0.0,0.0,0.0,2018-09-18,MU
I,0.0,0.0,0.0,0.0,2018-09-18,MU
J,0.5794897124948903,0.697451930337253,0.3677020553237521,0.27026082749909297,2018-09-18,MU
K,0.5491760529229305,0.6507502812641546,0.42313647856680847,0.34364824751957723,2018-09-18,MU
M,0.6666666666666666,1.0,0.7446808510638298,0.5511363636363636,2018-09-18,MU
N,0.5528637150213143,0.6592373769908547,0.4131219445332846,0.32874745103554215,2018-09-18,MU
P,0.5428999625327838,0.6464895406065485,0.4292015791169836,0.3461661096899347,2018-09-18,MU
S,0.0,0.0,0.0,0.0,2018-09-18,MU
T,0.0,0.0,0.0,0.0,2018-09-18,MU
Q,0.5336767067796476,0.6360579949348115,0.4368975643461738,0.35443836366995624,2018-09-18,MU
V,0.6129302536231884,0.7584110812832813,0.3548048477908197,0.24780568589566657,2018-09-18,MU
W,0.0,0.0,0.0,0.0,2018-09-18,MU
X,0.630436936490637,0.7259265358777474,0.36847815366406944,0.2873739785973382,2018-09-18,MU
Y,0.6180834231465981,0.7417195083070601,0.34519831799068074,0.2514845648049978,2018-09-18,MU
Z,0.5388282408532243,0.6386703514419636,0.4326306225277398,0.3502337139267635,2018-09-18,MU
A,0.4987593052109181,0.5893968787097895,0.3936031331592689,0.2573364177131527,2018-01-11,QID
B,0.4551259311812699,0.5445448342878408,0.4069591527987897,0.30097619544790144,2018-01-11,QID
C,0.0,0.0,0.0,0.0,2018-01-11,QID
D,0.0,0.0,0.0,0.0,2018-01-11,QID
I,0.0,0.0,0.0,0.0,2018-01-11,QID
J,0.43805309734513276,0.4714090886951439,0.45524691358024694,0.38093509008541687,2018-01-11,QID
K,0.4013389121338912,0.4378440738341969,0.49575551782682514,0.41527337832254513,2018-01-11,QID
M,0.4223027375201288,0.4532913650671,0.4535637149028078,0.3889603912609801,2018-01-11,QID
N,0.0,0.0,0.0,0.0,2018-01-11,QID
P,0.39916034232197645,0.4372744275387959,0.500933271115259,0.4157301829059125,2018-01-11,QID
S,0.0,0.0,0.0,0.0,2018-01-11,QID
T,0.3981387478849408,0.43850180248070225,0.4928500986193294,0.41305879914323224,2018-01-11,QID
Q,0.0,0.0,0.0,0.0,2018-01-11,QID
V,0.5161494616846105,0.5970934799685782,0.40792540792540793,0.27649933996931747,2018-01-11,QID
W,0.0,0.0,0.0,0.0,2018-01-11,QID
X,0.41207647170168465,0.443413324016857,0.46652267818574517,0.4058203712995484,2018-01-11,QID
Y,0.4406167188629246,0.4879752844975412,0.44437440907658365,0.36973304968432613,2018-01-11,QID
Z,0.3987235471951629,0.4369925300422215,0.48903130391915206,0.4163474171910656,2018-01-11,QID
A,0.1533309834332041,0.31180987175774316,0.12827586206896552,0.06761002889902637,2018-10-04,BAC
B,0.17119694802098234,0.25551625939736694,0.09569513857337573,0.06912965989938288,2018-10-04,BAC
C,0.16975531488166867,0.2844774395450888,0.08832515507823349,0.06805301061064474,2018-10-04,BAC
D,0.0,0.0,0.0,0.0,2018-10-04,BAC
I,0.0,0.0,0.0,0.0,2018-10-04,BAC
J,0.18480401812093755,0.26201931122192845,0.10183543643758473,0.07092840315309808,2018-10-04,BAC
K,0.17191479509145635,0.23087592019630854,0.15780366056572379,0.08349271964461995,2018-10-04,BAC
M,0.0,0.0,0.7142857142857143,1.0,2018-10-04,BAC
N,0.20047355958958168,0.23695142383951406,0.17679809852505454,0.08624588727666134,2018-10-04,BAC
P,0.21532268885012745,0.2376082538491141,0.15148853405276533,0.08442527557601189,2018-10-04,BAC
S,0.0,0.0,0.0,0.0,2018-10-04,BAC
T,0.13969849246231156,0.22647215885866484,0.16621661071376442,0.08478343163473398,2018-10-04,BAC
Q,0.0,0.0,0.0,0.0,2018-10-04,BAC
V,0.13709957612396637,0.2831797346077842,0.13046427494724147,0.07678371214090007,2018-10-04,BAC
W,0.0,0.0,0.0,0.0,2018-10-04,BAC
X,0.15271937202130642,0.2338983108924224,0.10424205432271003,0.07693894013001092,2018-10-04,BAC
Y,0.16363700168444695,0.24395265240913547,0.11584419940463712,0.07196618052744067,2018-10-04,BAC
Z,0.16078713013501866,0.2295085667484083,0.1452750831015535,0.08343060476261487,2018-10-04,BAC
A,0.6487341772151899,0.7797662705980147,0.3317901234567901,0.19369369369369369,2018-07-19,VZ
B,0.6490190421234853,0.7804666774944508,0.4098906324298621,0.26816820487745247,2018-07-19,VZ
C,0.6388888888888888,0.7592662513372349,0.40514010351597357,0.2425234125758979,2018-07-19,VZ
D,0.0,0.0,0.0,0.0,2018-07-19,VZ
I,0.0,0.0,0.0,0.0,2018-07-19,VZ
J,0.616305849838784,0.7523859101162589,0.4208933974016729,0.2696641977552597,2018-07-19,VZ
K,0.5781610458090739,0.6740107486995454,0.47084756971233327,0.3627122025536854,2018-07-19,VZ
M,0.0,0.0,0.3333333333333333,0.037037037037037035,2018-07-19,VZ
N,0.5775809094633347,0.6710931566076004,0.4724810345705412,0.3666004288030121,2018-07-19,VZ
P,0.5840276179516686,0.6723227282179247,0.4568861987798434,0.36290731195946535,2018-07-19,VZ
S,0.0,0.0,0.0,0.0,2018-07-19,VZ
T,0.5775189924030388,0.6751209319883765,0.47163686949353395,0.3651058428901682,2018-07-19,VZ
Q,0.0,0.0,0.0,0.0,2018-07-19,VZ
V,0.6299912379521843,0.784321072461958,0.42683712935109586,0.27455455104011234,2018-07-19,VZ
W,0.0,0.0,0.0,0.0,2018-07-19,VZ
X,0.5938473520249221,0.7097994702989028,0.45790963413355695,0.33173048115525194,2018-07-19,VZ
Y,0.6176538639518742,0.747164490221323,0.4459203036053131,0.30530582758067104,2018-07-19,VZ
Z,0.5719970288624788,0.6711351480665061,0.47584426531794954,0.3650834677670924,2018-07-19,VZ
A,0.6218876966350662,0.7774050813588352,0.38161106590724164,0.22398702905399695,2018-06-19,INTC
B,0.6381681412996653,0.7700999360678354,0.36413679212825983,0.23216916242330043,2018-06-19,INTC
C,0.6146788990825688,0.8484848484848485,0.3541666666666667,0.15104895104895105,2018-06-19,INTC
D,0.0,0.0,0.0,0.0,2018-06-19,INTC
I,0.0,0.0,0.0,0.0,2018-06-19,INTC
J,0.6077734132726896,0.7520607830168895,0.38286688450063927,0.25244877388179715,2018-06-19,INTC
K,0.5444487327930014,0.645782128451955,0.4443089961832615,0.3424227739257934,2018-06-19,INTC
M,0.0,0.0,0.0,0.0,2018-06-19,INTC
N,0.5630619556055072,0.6817869924911695,0.42900951709552343,0.31325154864569416,2018-06-19,INTC
P,0.552300395256917,0.6595415723308442,0.44204476321603536,0.3332028943950613,2018-06-19,INTC
S,0.0,0.0,0.0,0.0,2018-06-19,INTC
T,0.0,0.0,0.0,0.0,2018-06-19,INTC
Q,0.5443735798388762,0.6493012160951419,0.4448173005219985,0.34207478631271504,2018-06-19,INTC
V,0.5935934813485834,0.7622830270898395,0.3976832818173634,0.23927459310901275,2018-06-19,INTC
W,0.0,0.0,0.0,0.0,2018-06-19,INTC
X,0.5852305732006671,0.6961813916636891,0.40709796394565506,0.2979837466828047,2018-06-19,INTC
Y,0.6222147070980348,0.7627110063211491,0.3774189939967933,0.24086975788087295,2018-06-19,INTC
Z,0.5402822658601928,0.6417182187683734,0.4454810165945778,0.3449677169659477,2018-06-19,INTC
A,0.7272727272727273,1.0,0.4975845410628019,0.5,2018-06-25,AMZN
B,0.6367432150313153,0.6363636363636364,0.49513513513513513,0.47368421052631576,2018-06-25,AMZN
C,0.5,0.0,1.0,1.0,2018-06-25,AMZN
D,0.0,0.0,0.0,0.0,2018-06-25,AMZN
I,0.0,0.0,0.0,0.0,2018-06-25,AMZN
J,0.5625,0.7,0.5151006711409396,0.5232558139534884,2018-06-25,AMZN
K,0.6530612244897959,0.6308100929614874,0.4707259953161593,0.48491879350348027,2018-06-25,AMZN
M,0.5084745762711864,0.717948717948718,0.4483250178189594,0.4942528735632184,2018-06-25,AMZN
N,0.5666666666666667,0.6666666666666666,0.46296296296296297,0.4117647058823529,2018-06-25,AMZN
P,0.6119073869900772,0.6507936507936508,0.45288501452885016,0.48917748917748916,2018-06-25,AMZN
S,0.0,0.0,0.0,0.0,2018-06-25,AMZN
T,0.0,0.0,0.0,0.0,2018-06-25,AMZN
Q,0.6525188417294724,0.6200892857142857,0.43370878002442664,0.4649298597194389,2018-06-25,AMZN
V,0.6598125976054139,0.6800947867298578,0.41837857666911227,0.4642335766423358,2018-06-25,AMZN
W,0.0,0.0,0.0,0.0,2018-06-25,AMZN
X,0.6099397590361446,0.7439024390243902,0.38971583220568334,0.24764150943396226,2018-06-25,AMZN
Y,0.5559440559440559,0.6666666666666666,0.4449760765550239,0.5277777777777778,2018-06-25,AMZN
Z,0.6713347921225383,0.6730769230769231,0.40653357531760437,0.45622119815668205,2018-06-25,AMZN
A,0.75,0.7372881355932204,0.547945205479452,0.562962962962963,2018-09-14,BA
B,0.7007911771757372,0.7015818725951262,0.41611925214754925,0.34253499222395023,2018-09-14,BA
C,0.6666207845836201,0.6538969616908851,0.36980373976201514,0.3374762392162597,2018-09-14,BA
D,0.0,0.0,0.0,0.0,2018-09-14,BA
I,0.0,0.0,0.0,0.0,2018-09-14,BA
J,0.740418118466899,0.7016706443914081,0.42052565707133915,0.288622754491018,2018-09-14,BA
K,0.6942277691107644,0.7461809635722679,0.3586829836829837,0.3073209975864843,2018-09-14,BA
M,0.5649059982094897,0.7314285714285714,0.43256997455470736,0.36813186813186816,2018-09-14,BA
N,0.7074086719016729,0.7055791388720437,0.3673174258857556,0.3197467963563378,2018-09-14,BA
P,0.7028740490278952,0.7369727047146402,0.406981356604522,0.3481359649122807,2018-09-14,BA
S,0.0,0.0,0.0,0.0,2018-09-14,BA
T,0.7144375553587246,0.7031380172174396,0.39969499514765006,0.32212630622444344,2018-09-14,BA
Q,0.0,0.0,0.0,0.0,2018-09-14,BA
V,0.6366929133858268,0.637709951237132,0.40872878420505715,0.37152714726711455,2018-09-14,BA
W,0.0,0.0,0.0,0.0,2018-09-14,BA
X,0.6451048951048951,0.6956521739130435,0.3797752808988764,0.3614190687361419,2018-09-14,BA
Y,0.742326638878363,0.7491289198606271,0.38551980198019803,0.3043165467625899,2018-09-14,BA
Z,0.7325711098717234,0.7262313860252004,0.35246317927882176,0.2845060893098782,2018-09-14,BA
A,0.571326164874552,0.6801334972773582,0.35434782608695653,0.23973042362002567,2018-09-26,AEO
B,0.6301170441972864,0.7268198020892113,0.38193962526023595,0.2788616628736826,2018-09-26,AEO
C,0.6293841642228739,0.7346010346884145,0.38613192482496006,0.3029253338413842,2018-09-26,AEO
D,0.0,0.0,0.0,0.0,2018-09-26,AEO
I,0.0,0.0,0.0,0.0,2018-09-26,AEO
J,0.6308799675587997,0.7388294941033836,0.3827148625264372,0.3061005657966782,2018-09-26,AEO
K,0.5880202474690663,0.6687792555840252,0.4460963923337091,0.3965066828675577,2018-09-26,AEO
M,0.9444444444444444,1.0,0.20833333333333334,0.23076923076923078,2018-09-26,AEO
N,0.5910558763088365,0.6668629432702026,0.443869918699187,0.39943828990482133,2018-09-26,AEO
P,0.5917078251520344,0.6696786154635371,0.4446544914424603,0.3962664446970927,2018-09-26,AEO
S,0.0,0.0,0.0,0.0,2018-09-26,AEO
T,0.581306990881459,0.6705162345246438,0.44957168540910214,0.396917505195794,2018-09-26,AEO
Q,0.0,0.0,0.0,0.0,2018-09-26,AEO
V,0.6264176117411607,0.7519120658670122,0.39718487774068395,0.26690431414376736,2018-09-26,AEO
W,0.0,0.0,0.0,0.0,2018-09-26,AEO
X,0.6191650519640656,0.728405519879765,0.4146843549862763,0.33558023745691307,2018-09-26,AEO
Y,0.6239590942293645,0.716821879052222,0.38949647476822297,0.31365720948309367,2018-09-26,AEO
Z,0.5873334845882086,0.6658963383142065,0.44579188378335705,0.400508999064907,2018-09-26,AEO
A,0.5533869115958668,0.7047930283224401,0.40551181102362205,0.33187006145741876,2018-06-01,FB
B,0.6338961401828125,0.7005574559736475,0.31605471562275017,0.2575314748201439,2018-06-01,FB
C,0.2,0.30434782608695654,0.2804232804232804,0.2987012987012987,2018-06-01,FB
D,0.0,0.0,0.0,0.0,2018-06-01,FB
I,0.0,0.0,0.0,0.0,2018-06-01,FB
J,0.6108281961940498,0.6901950013732491,0.360803324099723,0.2660862982588948,2018-06-01,FB
K,0.6115094339622642,0.6685933924065489,0.36152293450267975,0.31522592218858614,2018-06-01,FB
M,0.6207584830339321,0.6363636363636364,0.4198895027624309,0.2841225626740947,2018-06-01,FB
N,0.5817216533940084,0.6341823551125877,0.35819462227912935,0.27646662171274444,2018-06-01,FB
P,0.6036689942423129,0.6622976098689283,0.36834702790732105,0.3158171308460326,2018-06-01,FB
S,0.0,0.0,0.0,0.0,2018-06-01,FB
T,0.0,0.0,0.0,0.0,2018-06-01,FB
Q,0.6163071364595509,0.6703265056337521,0.3573534745107933,0.31397098334228907,2018-06-01,FB
V,0.5944377935353163,0.6744111349036402,0.3830462375339982,0.31370445850763345,2018-06-01,FB
W,0.0,0.0,0.0,0.0,2018-06-01,FB
X,0.6625773453986195,0.7019108280254777,0.31713607758176005,0.2764814327100342,2018-06-01,FB
Y,0.6558411925768177,0.7092913682623445,0.29685751183814035,0.23684531803198633,2018-06-01,FB
Z,0.6156608498165654,0.6585987553677636,0.3625759675871628,0.325387606686531,2018-06-01,FB
A,0.6196172248803827,0.7116564417177914,0.39419354838709675,0.3096707818930041,2018-12-28,V
B,0.649427903730007,0.748349598163031,0.3589566077389047,0.28621872477804683,2018-12-28,V
C,0.7181810760062046,0.7411572086126471,0.31448341021508364,0.3034255368814192,2018-12-28,V
D,0.0,0.0,0.0,0.0,2018-12-28,V
I,0.0,0.0,0.0,0.0,2018-12-28,V
J,0.7104800615181808,0.7540644398462902,0.3112567282939387,0.28817880513299904,2018-12-28,V
K,0.7307138593349486,0.7593739049176498,0.27239562221321445,0.2590336007721542,2018-12-28,V
M,0.6363636363636364,0.0,0.55,0.5714285714285714,2018-12-28,V
N,0.6894510498355679,0.7437583834537667,0.3174112578439637,0.28506745518388465,2018-12-28,V
P,0.7479397556123899,0.7688502579323016,0.26063904659128234,0.2549231600895822,2018-12-28,V
S,0.0,0.0,0.0,0.0,2018-12-28,V
T,0.6885488773659608,0.7456560169016514,0.3365954619787408,0.2778938742061053,2018-12-28,V
Q,0.0,0.0,0.0,0.0,2018-12-28,V
V,0.674758226780035,0.7137370648269976,0.3670460906885613,0.33596229681638934,2018-12-28,V
W,0.0,0.0,0.0,0.0,2018-12-28,V
X,0.7082273112807463,0.7748240813135262,0.2838865836791148,0.1931106471816284,2018-12-28,V
Y,0.7364455364455365,0.7647058823529411,0.28884372177055107,0.2506297229219144,2018-12-28,V
Z,0.6862616454533526,0.7335221198023522,0.3336994628428703,0.2955620528179895,2018-12-28,V
A,0.6065175097276264,0.6751315789473684,0.2918149466192171,0.25350660066006603,2018-12-13,M
B,0.5839200916980514,0.680939379404494,0.3015684723869777,0.23308945979828977,2018-12-13,M
C,0.5887831125827815,0.6589071621945155,0.32183049497062044,0.2612605395445715,2018-12-13,M
D,0.0,0.0,0.0,0.0,2018-12-13,M
I,0.0,0.0,0.0,0.0,2018-12-13,M
J,0.6431279620853081,0.728236493374108,0.26413540028458027,0.1973942663915065,2018-12-13,M
K,0.517799119069969,0.563414302898607,0.364945328569882,0.31541486433346444,2018-12-13,M
M,0.7083333333333334,0.9577464788732394,0.4375,0.4166666666666667,2018-12-13,M
N,0.5192237966091863,0.5605433170170717,0.36086639528525427,0.3191141573260628,2018-12-13,M
P,0.5416921802398876,0.5857268993961517,0.3477581322653121,0.29804216749386464,2018-12-13,M
S,0.0,0.0,0.0,0.0,2018-12-13,M
T,0.5253927125506073,0.5713873105563316,0.3588642523593378,0.31522910239508534,2018-12-13,M
Q,0.0,0.0,0.0,0.0,2018-12-13,M
V,0.5452441391667912,0.6211782892476813,0.3213219191718097,0.24262836807320792,2018-12-13,M
W,0.0,0.0,0.0,0.0,2018-12-13,M
X,0.5258735072976559,0.5818500539374326,0.2773430707703008,0.24398823900031502,2018-12-13,M
Y,0.5522309950169515,0.6177095072435363,0.32173561962665653,0.2668314032626222,2018-12-13,M
Z,0.5111906170979718,0.554877965030835,0.3724944556665207,0.32693535733182505,2018-12-13,M
A,0.6005361930294906,0.7695408110920576,0.45640919445019673,0.2511482020835667,2018-08-31,CSCO
B,0.6023922845691383,0.7408719166336895,0.43934073808670726,0.2793960180692655,2018-08-31,CSCO
C,0.592015503875969,0.7448418156808804,0.4519332827899924,0.27768473295160595,2018-08-31,CSCO
D,0.0,0.0,0.0,0.0,2018-08-31,CSCO
I,0.0,0.0,0.0,0.0,2018-08-31,CSCO
J,0.5789641603743486,0.7335155449265459,0.4734156378600823,0.3067573038574159,2018-08-31,CSCO
K,0.5339037505495621,0.6730907576388626,0.5220290146413374,0.3796353295598786,2018-08-31,CSCO
M,0.0,0.0,0.0,0.0,2018-08-31,CSCO
N,0.5442160321128816,0.6862530816880399,0.5155022256628604,0.3647625928250802,2018-08-31,CSCO
